question,answer,topic_link
"
สวัสดีครับ

ผมอายุ 29 ปีทำงานเป็นพนักงานบริษัทเอกชนแห่งหนึ่งฐานเงินเดือน 75K ไม่เคยมีบัตรเครดิตครับ
ช่วงหลังมานี้พยายามหาข้อมูลเรื่องการใช้บัตรเครดิตเพื่อต้องการใช้เงินให้ฉลาดมากขึ้นและสนใจกับสิทธิประโยชน์ของบัตร Citi Premier ครับ
เนื่องจากส่วนใหญ่ผมจะใช้เงินที่ห้างในการพาที่บ้านไปทานข้าวและซื้อของใน Supermarket เข้าบ้าน ต่างประเทศจะได้ไปอยู่ประมาณ ครั้ง-2ครั้ง/ปี
แต่ก็มีข้อสงสัยในอีกบัตรคือ UOB premier ครับเพราะตามข่าวมาเห็นว่า UOB ได้ซื้อ Citibank ไปแล้วและออกบัตรตัวนี้มาแทบจะลอกกันมาเลย
ทำให้เลือกไม่ถูกว่าธนาคารไหนดีกว่าแต่ใจเอนไปทาง Citibank เพราะแต้มไม่มีวันหมดอายุและเห็นรีวิวเรื่อง Call center ว่าช่วยเหลือดีมาก

เลยอยากสอบถามเพื่อน ๆ พันทิปว่าหากต้องสมัครบัตร Premier หนึ่งใบจะเลือกของเจ้าไหนกันครับ หรือ สมัครมันไปเลยทั้งสองใบดี แต่ผมก็กลัวเรื่องค่าธรรมเนียมรายปีในปีที่ 2 อีก กลัวจะจ่ายฟรีเพราะใช้ไม่ถึงยอดทั้งสองใบ

ปล.ก่อนหน้านี้ผมได้ทำการสมัคร Krungsri First Choice Visa platinum ไปด้วยครับ ตามรีวิวว่าควรสมัครเป็นใบแรก ๆ เช่นกันเพราะถ้ามาสมัครทีหลังจะผ่านยากขึ้น เลยตั้งใจว่าช่วงแรกอยากถือสองใบคือ KFC+Premier แต่มาตั้งคำถามก่อนว่า Citi หรือ UOB ดีกว่ากัน","
ไม่ต่างกัน เพราะ UOB เข้ามาดูแลแทน Citi bank แล้ว 
ส่วนลูกค้า Citibank เก่าจะได้บัตรใหม่ในปีหน้า 2567 

UOB Premier สำหรับผู้ถือบัตร Citi Premier
UOB Rewards สำหรับผู้ถือบัตร Citi Rewards
UOB Prestige สำหรับผู้ถือบัตร Citi Prestige
UOB Royal Orchid Plus สำหรับผู้ถือบัตรร่วม Citi Royal Orchid Plus


",https://pantip.com/topic/41875559
"
ตามที่ว่ามาเลยครับ เมื่อวันที่ 3 กุมภาพันธ์ ผมสั่งซื้อสินค้าไปเป็นจำนวนเงิน 308 บาท และสินค้าของผมถูกยกเลิก ก็เพราะอะไรก็ไม่ทราบ และเมื่อ 11 กุมภาพันธ์ที่ผ่านมา เงินจำนวน 308 บาทของผมถูกคืนมาใน Lazada wallet แต่ติดปัญหาตรงที่ บัญชีที่ใช้ซื้อสินค้าตัวนี้ผมไม่ได้ยืนยันตัวตน Lazada wallet ไว้ และเลขบัตรประชาชนของผมก็เอาไปยืนยันตัวตนกับอีกบัญชีหนึ่งเรียบร้อยแล้วด้วยครับ ที่นี้ผมจึงอยากทราบว่าจะมีทางไหนแก้ปัญหาที่ผมเจอได้บ้างไหมครับ ? 
 ","
เอาเงิน 308 ไปซื้อของในลาซาด้า


",https://pantip.com/topic/41875545
"
ตามที่ว่ามาเลยครับ เมื่อวันที่ 3 กุมภาพันธ์ ผมสั่งซื้อสินค้าไปเป็นจำนวนเงิน 308 บาท และสินค้าของผมถูกยกเลิก ก็เพราะอะไรก็ไม่ทราบ และเมื่อ 11 กุมภาพันธ์ที่ผ่านมา เงินจำนวน 308 บาทของผมถูกคืนมาใน Lazada wallet แต่ติดปัญหาตรงที่ บัญชีที่ใช้ซื้อสินค้าตัวนี้ผมไม่ได้ยืนยันตัวตน Lazada wallet ไว้ และเลขบัตรประชาชนของผมก็เอาไปยืนยันตัวตนกับอีกบัญชีหนึ่งเรียบร้อยแล้วด้วยครับ ที่นี้ผมจึงอยากทราบว่าจะมีทางไหนแก้ปัญหาที่ผมเจอได้บ้างไหมครับ ? 
 ","
โทรไปคอลเซนเตอร์ลาด้า แจ้งความประสงค์

หลังจากนั้น พนง จะส่งเมลมา…ให้คุณส่งรูปถ่ายบัตร ปชช พร้อมหน้าสมุด บช ธนาคารที่ชื่อตรงกับบัตร… ตอบกลับเมลนั้น

ใช้เวลาดำเนินการ 2 วันทำการ(~)

เงินก้อจะลอยเข้า บช ธนาคารของคุณ จบ


",https://pantip.com/topic/41875545
"
ตามที่ว่ามาเลยครับ เมื่อวันที่ 3 กุมภาพันธ์ ผมสั่งซื้อสินค้าไปเป็นจำนวนเงิน 308 บาท และสินค้าของผมถูกยกเลิก ก็เพราะอะไรก็ไม่ทราบ และเมื่อ 11 กุมภาพันธ์ที่ผ่านมา เงินจำนวน 308 บาทของผมถูกคืนมาใน Lazada wallet แต่ติดปัญหาตรงที่ บัญชีที่ใช้ซื้อสินค้าตัวนี้ผมไม่ได้ยืนยันตัวตน Lazada wallet ไว้ และเลขบัตรประชาชนของผมก็เอาไปยืนยันตัวตนกับอีกบัญชีหนึ่งเรียบร้อยแล้วด้วยครับ ที่นี้ผมจึงอยากทราบว่าจะมีทางไหนแก้ปัญหาที่ผมเจอได้บ้างไหมครับ ? 
 ","
สวัสดีครับคุณ สมาชิกหมายเลข 6396256

   กรณีดังกล่าวน้องลาซขอเรียนแจ้งว่าหากคุณสมาชิกได้รับเงินคืนเข้าลาซาด้าวอเล็ตแต่ไม่สามารถเปิดลาซาด้าวอลเล็ตได้นั้น เราขออนุญาตแนะนำคุณสามารถล็อกอินเข้าบัญชีลาซาด้าที่คุณได้รับเงินคืน หลังจากนั้นรบกวนกรอกแบบฟอร์มเพื่อถอนเงินคืนเข้าบัญชีธนาคารของคุณได้ที่ลิ้งก์ 👉🏻 [Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้ https://shorturl.asia/d1oHk  โดยใช้ระยะเวลาดำเนินการภายใน 3 - 5 วันทำการครับ

ทั้งนี้หากคุณพบปัญหาหรือต้องการความช่วยเหลือด้านใดเพิ่มเติมสามารถติดต่อเข้ามาทางหลังไค์ได้เลยครับ
สำหรับวิธีส่งข้อความทางหลังไมค์  กดที่ชื่อ Lazada Thailand Official > จากนั้นกด ส่งข้อความ > กรอกข้อมูลเข้ามาทางหลังไมค์ได้เลยครับ

🚀สำหรับความช่วยเหลือเพิ่มเติมที่รวดเร็วยิ่งกว่าสามารถติดต่อได้ที่แชทกับลาซาด้า โดยพิมพ์ ""ติดต่อเจ้าหน้าที่"" คลิก 👉🏻
[Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้https://www.lazada.co.th/contact/
ได้ตลอด 24 ชม. ครับ หรือ ติดต่อลาซาด้า เบอร์ 02-018-0000  (แผนกบริการลูกค้า) ยกเว้นวันอาทิตย์ ตั้งแต่เวลา 8:00 - 22:00 น.ครับ

✨หากคุณสนใจเข้าร่วมชุมชนผู้ซื้อออนไลน์อย่างเป็นทางการของลาซาด้า สามารถเข้าร่วมได้ที่ 👉🏻
[Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้https://www.facebook.com/groups/lazadapeersth

ลาซาด้าต้องขออภัยสำหรับความไม่สะดวกที่เกิดขึ้นเป็นอย่างยิ่งครับ

Customer Care Team


",https://pantip.com/topic/41875545
"
 ","
หยุดยาวอะไรครับ
หยุดแค่เสาร์อาทิตย์


",https://pantip.com/topic/41875497
"
 ","
ผมก็หาดูปฎิทิน ตั้งนาน😆


",https://pantip.com/topic/41875497
"
 ","
หมายถึงกลุ่มที่จะหยุดซื้อขายยาวน่ะครับ


",https://pantip.com/topic/41875497
"
พอดีไม่เคย ทำบัตรเครดิตเลย เเล้วโพสต์ตามกลุ่ม FB  เพื่อ สมัครบัตรเครดิตใบเเรก 
เเต่ก็ได้สมัครกับเซลล์คนเดียว เเต่ ยื่น 2 ธนาคาร เเละ อยากรู้ว่า 
สมัครบัตรเครดิต ผ่านเซลล์ ปลอกดภัยไหม เสียเปรียบอะไรบ้าง     แก้ไขข้อความเมื่อ 17 กุมภาพันธ์ เวลา 14:37 น.  
","
เอกสารคุณผ่านบุคคลภายนอกธนาคาร ก็ย่อมจะไม่ปลอดภัย


",https://pantip.com/topic/41875388
"
พอดีไม่เคย ทำบัตรเครดิตเลย เเล้วโพสต์ตามกลุ่ม FB  เพื่อ สมัครบัตรเครดิตใบเเรก 
เเต่ก็ได้สมัครกับเซลล์คนเดียว เเต่ ยื่น 2 ธนาคาร เเละ อยากรู้ว่า 
สมัครบัตรเครดิต ผ่านเซลล์ ปลอกดภัยไหม เสียเปรียบอะไรบ้าง     แก้ไขข้อความเมื่อ 17 กุมภาพันธ์ เวลา 14:37 น.  
","
อาจจะมีการรั่วของข้อมูลที่อาจจะมาพร้อมกับการเสนอขายประกัน และสมัครบัตรเครดิตใบอื่นๆ


",https://pantip.com/topic/41875388
"
พอดีไม่เคย ทำบัตรเครดิตเลย เเล้วโพสต์ตามกลุ่ม FB  เพื่อ สมัครบัตรเครดิตใบเเรก 
เเต่ก็ได้สมัครกับเซลล์คนเดียว เเต่ ยื่น 2 ธนาคาร เเละ อยากรู้ว่า 
สมัครบัตรเครดิต ผ่านเซลล์ ปลอกดภัยไหม เสียเปรียบอะไรบ้าง     แก้ไขข้อความเมื่อ 17 กุมภาพันธ์ เวลา 14:37 น.  
","
ข้อมูลรั่วไหล และไม่ปลอดภัยอีกต่อไปถ้าเจอเซลล์ไร้จรรยาบรรณ สมัครเองออนไลน์มีเยอะคับ ลองหาข้อมูลดู




แก้ไขข้อความเมื่อ
17 กุมภาพันธ์ เวลา 19:21 น.



",https://pantip.com/topic/41875388
"
สวัสดีครับ
เนื่องจากต้นเดือนที่ผ่านมาผมอยากสมัครบัตรเครดิต ผมก็เลยเริ่มหาข้อมูลหลายๆธนาคารเบื่องต้นก็เหมือนๆกันคือ หากเป็นอาชีพอิสระขอดู statement ย้อนหลัง 6 เดือน ถ้าเป็นพนักงานประจำก็ดูสลิปเงินเดือนปกติ หากเป็นเจ้าของธุรกิจสามารถใช้หนังสือจดทะเบียนการค้า หรือ ทะเบียนพาณิชย์ได้  แต่ไม่มีข้อมูลของนักลงทุนเลย ว่าหากเราเป็นนักลงทุน ต้องแสดงอะไร โดยส่วนตัวแล้วผมทำธุรกิจกับที่บ้านอยู่แล้ว แต่เงินเข้าออก ไม่ได้เดินในบัญชีของผม ส่วนใหญ่จะเป็นเงินที่ผมเตรียมเอาไปลงทุนมากกว่า เหมือนกับเป็นทางผ่านในการโอนเข้าบัญชีหลักทรัพย์ แต่ปีหนึ่งผมจะเติมเงินไม่ได้เยอะขนาดนั้น บางปีก็หลักแสน บางปีหลักล้าน ตามแต่สภาวะตลาด แต่เงินสดส่วนใหญ่ของผมจะอยู่ในพอร์ตทั้งหมด ไม่ว่าจะเป็นหุ้นไทย หุ้นต่างประเทศ มีการแลกสลับไปมาบ้างเวลา THB/USD อ่อนหรือแข็ง แต่เงินสดเกือบ 90% ของผมอยู่ในพอร์ตหมด เหลือเพียงปีละ 2-3 แสน เอาไว้ใช้จ่ายส่วนตัว
ทีนี่ผมก็เริ่มตั้งเงื่อนไขกับบัตรที่จะใช้ สรุปมี 4 ใบที่อยากเปิด  1. เอาไว้สะสมแต้มแลกไมล์ 2.บัตรที่เน้นโปรโมชั่นร้านอาหาร 3.บัตรใช้จ่ายต่างประเทศที่ไม่โดนค่าธรรมเนียมตอนแปลงสกุลเงิน 4.บัตรสิทธิพิเศษเกี่ยวกับloungeสนามบินและรถรับส่ง บัตรทั้ง 4 ใบไม่ได้เป็นบัตรที่หรูหราอะไรขนาดนั้นนะครับ เป็นบัตรที่คนทั่วไปก็สามารถสมัครได้ถ้ามีเงินเดือนเกิน 3 หมื่นบาท

เข้าเรื่อง : ผมไปยื่นขอเปิดบัตรตามธนาคารที่จะเปิด เขาบอกว่าหากไม่ได้ทำธุรกิจหรือพนักงาน ต้องมีเงินสดอย่างน้อย 6 เดือน มากกว่า 1 ล้านบาทขึ้นไป หรือต้องมีกองทุนมูลค่ามากกว่า 1 ล้านบาท และต้องเป็นกองทุนของธนาคารด้วย ผมถามเขาว่า ทำไมหุ้นถึงไม่ได้ ในเมื่อหุ้นกับกองทุนก็เหมือนๆกัน ซื้อ-ขายวันนี้ได้เงิน T+3 เหมือนกัน แต่หุ้นสามารถบริหารจัดการเองได้ ยืดหยุ่นได้มากกว่า กำไรมากกว่าด้วย กองทุนบางกองที่ผมเคยลงทุนตั้งแต่ปี 2 ถือไว้ผ่านมา 7 ปีแล้วตอนนี้ยังขาดทุนอยู่เลย กองทุนที่ลงไปช่วงโควิด ตลาดกลับมาแล้วก็ยังไม่เห็นจะกลับมาเท่าเดิมเลย กองทุนบางกองก็เก่ง แต่ประเด็นสำคัญไม่ได้อยู่ตรงนี้ อยู่ตรงที่ทำไมกองทุนที่ลงทุนในหุ้นถึงได้ แต่หุ้นเฉยๆที่เราลงเองกลับไม่ได้ งงตรงนี้แหละครับ  
ทีนีผมก็เลยถามว่า "" โอเค ถ้างั้นผมสามารถเอาเงินไปซื้อกองทุนสัก 3 ล้าน แล้วพอผลอนุมัติผ่านแล้วผมก็ขายได้เลยปะครับ  "" ธนาคารก็บอกว่า "" ได้ค่ะ "" เอ้า แล้วต่างจากหุ้นยังไง ตอนนี้ผมมีเงินสดน้อยมากในสภาวะแบบนี้ มีในหุ้นเกือบ 70-80 %  ไม่มีใครถือเงินสดเยอะหรอกครับ ถ้าไม่รวยจัดๆ เขาก็บอกว่า ""เป็นนโยบายของธนาคาร"" ผมก็เข้าใจครับ แต่ก็แอบสงสัยไม่ได้เพราะทุกธนาคารก็ตอบแบบนี้หมด

คำถาม : 1.ทำไมธนาคารถึงไม่ยอมให้ใช้หุ้น เป็นหลักทรัพย์อ้างอิง แต่กองทุนสามารถทำได้ 
2. หากเป็นนักลงทุนที่มีเงินสดอยู่ในพอร์ตหุ้นและมีการหมุนเวียนในพอร์ต สามารถเอามาใช้ได้หรือไม่ 

ขอบคุณครับ"," โดยส่วนตัวผมก็ทำงานของที่บ้าน เงื่อนไขหลายๆอย่างคล้ายกับเจ้าของกระทู้ และรอบแรกสมัครบัตรเครดิตก็โดนปฎิเสธ จนปรับเปลี่ยนวิธีการบ้างและได้อนุมัติ เลยขอบอกเล่าเผื่อพอเป็นแนวทางที่เจ้าของกระทู้นำไปปรับใช้ได้ครับ

ข้อมูลเบื้องต้นก่อนเริ่มสมัคร ผมไม่เคยมีสินเชื่อในนามส่วนตัวเลย มีเงินออมในบัญชีฝากประจำกรุงศรีเกิน 1 ล้านนิดหน่อย และมีเงินลงทุนในหุ้น
ครั้งแรกผมไปสมัคร 

SCB สมัครเองผ่าน net กรอกข้อมูลใส่ statement แนบบัญชีเงินฝาก ผลไม่อนุมัติ

ผมไปสมัครที่เคาเตอร์ ธนาคารกรุงศรี ถามเจ้าหน้าที่ มีเงินในบัญชีฝากประจำเกิน 1 ล้านบาทนิ่งๆ เกิน 1 ปี เป็นสมาชิก กรุงศรีไพร์ม เจ้าหน้าที่แจ้งว่า สามารถรีเฟอร์สมัครได้ ก็เลยสมัครมี กรุงศรีโฮมโปร และบัตร central the 1 เจ้าหน้าที่ก็จัดแจงทำการสมัครให้ ผลไม่อนุมัติ

ต่อมาก็หาข้อมูลเพิ่มเติมในเน็ต เลยลองสมัคร KTC แบบใช้เงินฝากค้ำ ลองสมัครไป 2 หมื่นบาท และแจ้งข้อมูลตามข้อมูลปกติ เจ้าหน้าที่ใช้แค่สำเนาบัตรประชาชน และเปิดบัญชี 2หมื่นบาท อายัดบัญชีไว้เป็นเงินประกันสินเชื่อ มีเจ้าหน้าที่โทรมาสอบถามข้อมูล ผลคือ ได้รับอนุมัติแล้ว

ผมก็ใช้จ่ายภายในวงเงินนี้มาเรื่อยๆ ระหว่างนี้ก็หาข้อมูลทำบัตรเครดิตเพิ่ม หลังจากนั้น 6 เดือน ผมก็เริ่มสมัครบัตรเครดิตใหม่ เพราะเป็นบัตรที่เกี่ยวข้องและเหมาะกับการใช้จ่ายเราที่สุด คือ central the1 และการมีข้อมูลในเครดิตบูโรแล้ว ผมว่านี่คือจุดเปลี่ยนในการสมัครบัตรเพิ่ม

ผมไปสมัครบัตร central the 1 ใหม่ คราวนี้ผมไปที่เคาท์เตอร์เซอวิสทางห้างโดยตรง และถามข้อมูลต่างๆ โดยที่ผมใช้ข้อมูลส่วนตัวและ statement ไม่ได้ต่างจากครั้งก่อนเท่าไหร่เลย สิ่งที่ผมต้องเตรียมไปสมัคร
- บัตรประชาชนตัวจริง
- บัญชีเงินฝากตัวจริง
- หนังสือรับรองเงินฝากที่ขอจากธนาคาร
ผลคือ อนุมัติภายใน 15 นาที มีเจ้าหน้าที่โทรมาให้ไปรับบัตรชั่วคราวใช้ได้เลย ",https://pantip.com/topic/41875361
"
สวัสดีครับ
เนื่องจากต้นเดือนที่ผ่านมาผมอยากสมัครบัตรเครดิต ผมก็เลยเริ่มหาข้อมูลหลายๆธนาคารเบื่องต้นก็เหมือนๆกันคือ หากเป็นอาชีพอิสระขอดู statement ย้อนหลัง 6 เดือน ถ้าเป็นพนักงานประจำก็ดูสลิปเงินเดือนปกติ หากเป็นเจ้าของธุรกิจสามารถใช้หนังสือจดทะเบียนการค้า หรือ ทะเบียนพาณิชย์ได้  แต่ไม่มีข้อมูลของนักลงทุนเลย ว่าหากเราเป็นนักลงทุน ต้องแสดงอะไร โดยส่วนตัวแล้วผมทำธุรกิจกับที่บ้านอยู่แล้ว แต่เงินเข้าออก ไม่ได้เดินในบัญชีของผม ส่วนใหญ่จะเป็นเงินที่ผมเตรียมเอาไปลงทุนมากกว่า เหมือนกับเป็นทางผ่านในการโอนเข้าบัญชีหลักทรัพย์ แต่ปีหนึ่งผมจะเติมเงินไม่ได้เยอะขนาดนั้น บางปีก็หลักแสน บางปีหลักล้าน ตามแต่สภาวะตลาด แต่เงินสดส่วนใหญ่ของผมจะอยู่ในพอร์ตทั้งหมด ไม่ว่าจะเป็นหุ้นไทย หุ้นต่างประเทศ มีการแลกสลับไปมาบ้างเวลา THB/USD อ่อนหรือแข็ง แต่เงินสดเกือบ 90% ของผมอยู่ในพอร์ตหมด เหลือเพียงปีละ 2-3 แสน เอาไว้ใช้จ่ายส่วนตัว
ทีนี่ผมก็เริ่มตั้งเงื่อนไขกับบัตรที่จะใช้ สรุปมี 4 ใบที่อยากเปิด  1. เอาไว้สะสมแต้มแลกไมล์ 2.บัตรที่เน้นโปรโมชั่นร้านอาหาร 3.บัตรใช้จ่ายต่างประเทศที่ไม่โดนค่าธรรมเนียมตอนแปลงสกุลเงิน 4.บัตรสิทธิพิเศษเกี่ยวกับloungeสนามบินและรถรับส่ง บัตรทั้ง 4 ใบไม่ได้เป็นบัตรที่หรูหราอะไรขนาดนั้นนะครับ เป็นบัตรที่คนทั่วไปก็สามารถสมัครได้ถ้ามีเงินเดือนเกิน 3 หมื่นบาท

เข้าเรื่อง : ผมไปยื่นขอเปิดบัตรตามธนาคารที่จะเปิด เขาบอกว่าหากไม่ได้ทำธุรกิจหรือพนักงาน ต้องมีเงินสดอย่างน้อย 6 เดือน มากกว่า 1 ล้านบาทขึ้นไป หรือต้องมีกองทุนมูลค่ามากกว่า 1 ล้านบาท และต้องเป็นกองทุนของธนาคารด้วย ผมถามเขาว่า ทำไมหุ้นถึงไม่ได้ ในเมื่อหุ้นกับกองทุนก็เหมือนๆกัน ซื้อ-ขายวันนี้ได้เงิน T+3 เหมือนกัน แต่หุ้นสามารถบริหารจัดการเองได้ ยืดหยุ่นได้มากกว่า กำไรมากกว่าด้วย กองทุนบางกองที่ผมเคยลงทุนตั้งแต่ปี 2 ถือไว้ผ่านมา 7 ปีแล้วตอนนี้ยังขาดทุนอยู่เลย กองทุนที่ลงไปช่วงโควิด ตลาดกลับมาแล้วก็ยังไม่เห็นจะกลับมาเท่าเดิมเลย กองทุนบางกองก็เก่ง แต่ประเด็นสำคัญไม่ได้อยู่ตรงนี้ อยู่ตรงที่ทำไมกองทุนที่ลงทุนในหุ้นถึงได้ แต่หุ้นเฉยๆที่เราลงเองกลับไม่ได้ งงตรงนี้แหละครับ  
ทีนีผมก็เลยถามว่า "" โอเค ถ้างั้นผมสามารถเอาเงินไปซื้อกองทุนสัก 3 ล้าน แล้วพอผลอนุมัติผ่านแล้วผมก็ขายได้เลยปะครับ  "" ธนาคารก็บอกว่า "" ได้ค่ะ "" เอ้า แล้วต่างจากหุ้นยังไง ตอนนี้ผมมีเงินสดน้อยมากในสภาวะแบบนี้ มีในหุ้นเกือบ 70-80 %  ไม่มีใครถือเงินสดเยอะหรอกครับ ถ้าไม่รวยจัดๆ เขาก็บอกว่า ""เป็นนโยบายของธนาคาร"" ผมก็เข้าใจครับ แต่ก็แอบสงสัยไม่ได้เพราะทุกธนาคารก็ตอบแบบนี้หมด

คำถาม : 1.ทำไมธนาคารถึงไม่ยอมให้ใช้หุ้น เป็นหลักทรัพย์อ้างอิง แต่กองทุนสามารถทำได้ 
2. หากเป็นนักลงทุนที่มีเงินสดอยู่ในพอร์ตหุ้นและมีการหมุนเวียนในพอร์ต สามารถเอามาใช้ได้หรือไม่ 

ขอบคุณครับ","
1.ทำไมธนาคารถึงไม่ยอมให้ใช้หุ้น เป็นหลักทรัพย์อ้างอิง แต่กองทุนสามารถทำได้ 
หุ้น มันไม่สามารถควบคุมได้ หุ้นมันขึ้นจนให้คุณกำไรเป็นเด้งได้ มันก็ทำให้คุณขาดทุนจะหมดแบบไม่เหลือมูลค่าได้ แต่กองทุนเค้ามีนโยบายในการควบคุมอยู่ ไม่สามารถซื้อหุ้นตัวเล็กๆ ที่มีความเสี่ยงสูงได้ และต้องมีสัดส่วนการถือเท่าไร นโยบายเค้าตรวจสอบได้ ดังนั้นมันจึงมีความน่าเชื่อถือมากกว่า ส่วนตัวผมเห็นด้วยนะ กองทุนสมัยนี้บริหารได้กระจอกมากๆ เทรดเองยังกำไรมากกว่าเลย เพราะมันไม่ต้องรับผิดชอบใดๆ กับผลขาดทุนที่เกิดขึ้น ถ้ามันเทรดตามนโยบายที่วางไว้และเราได้กดยอมรับนโยบายนั้นไปแล้ว

2. หากเป็นนักลงทุนที่มีเงินสดอยู่ในพอร์ตหุ้นและมีการหมุนเวียนในพอร์ต สามารถเอามาใช้ได้หรือไม่ 
ข้อนี้ ผมตอบไม่ได้นะ มันแล้วแต่นโยบายของธนาคาร


",https://pantip.com/topic/41875361
"
สวัสดีครับ
เนื่องจากต้นเดือนที่ผ่านมาผมอยากสมัครบัตรเครดิต ผมก็เลยเริ่มหาข้อมูลหลายๆธนาคารเบื่องต้นก็เหมือนๆกันคือ หากเป็นอาชีพอิสระขอดู statement ย้อนหลัง 6 เดือน ถ้าเป็นพนักงานประจำก็ดูสลิปเงินเดือนปกติ หากเป็นเจ้าของธุรกิจสามารถใช้หนังสือจดทะเบียนการค้า หรือ ทะเบียนพาณิชย์ได้  แต่ไม่มีข้อมูลของนักลงทุนเลย ว่าหากเราเป็นนักลงทุน ต้องแสดงอะไร โดยส่วนตัวแล้วผมทำธุรกิจกับที่บ้านอยู่แล้ว แต่เงินเข้าออก ไม่ได้เดินในบัญชีของผม ส่วนใหญ่จะเป็นเงินที่ผมเตรียมเอาไปลงทุนมากกว่า เหมือนกับเป็นทางผ่านในการโอนเข้าบัญชีหลักทรัพย์ แต่ปีหนึ่งผมจะเติมเงินไม่ได้เยอะขนาดนั้น บางปีก็หลักแสน บางปีหลักล้าน ตามแต่สภาวะตลาด แต่เงินสดส่วนใหญ่ของผมจะอยู่ในพอร์ตทั้งหมด ไม่ว่าจะเป็นหุ้นไทย หุ้นต่างประเทศ มีการแลกสลับไปมาบ้างเวลา THB/USD อ่อนหรือแข็ง แต่เงินสดเกือบ 90% ของผมอยู่ในพอร์ตหมด เหลือเพียงปีละ 2-3 แสน เอาไว้ใช้จ่ายส่วนตัว
ทีนี่ผมก็เริ่มตั้งเงื่อนไขกับบัตรที่จะใช้ สรุปมี 4 ใบที่อยากเปิด  1. เอาไว้สะสมแต้มแลกไมล์ 2.บัตรที่เน้นโปรโมชั่นร้านอาหาร 3.บัตรใช้จ่ายต่างประเทศที่ไม่โดนค่าธรรมเนียมตอนแปลงสกุลเงิน 4.บัตรสิทธิพิเศษเกี่ยวกับloungeสนามบินและรถรับส่ง บัตรทั้ง 4 ใบไม่ได้เป็นบัตรที่หรูหราอะไรขนาดนั้นนะครับ เป็นบัตรที่คนทั่วไปก็สามารถสมัครได้ถ้ามีเงินเดือนเกิน 3 หมื่นบาท

เข้าเรื่อง : ผมไปยื่นขอเปิดบัตรตามธนาคารที่จะเปิด เขาบอกว่าหากไม่ได้ทำธุรกิจหรือพนักงาน ต้องมีเงินสดอย่างน้อย 6 เดือน มากกว่า 1 ล้านบาทขึ้นไป หรือต้องมีกองทุนมูลค่ามากกว่า 1 ล้านบาท และต้องเป็นกองทุนของธนาคารด้วย ผมถามเขาว่า ทำไมหุ้นถึงไม่ได้ ในเมื่อหุ้นกับกองทุนก็เหมือนๆกัน ซื้อ-ขายวันนี้ได้เงิน T+3 เหมือนกัน แต่หุ้นสามารถบริหารจัดการเองได้ ยืดหยุ่นได้มากกว่า กำไรมากกว่าด้วย กองทุนบางกองที่ผมเคยลงทุนตั้งแต่ปี 2 ถือไว้ผ่านมา 7 ปีแล้วตอนนี้ยังขาดทุนอยู่เลย กองทุนที่ลงไปช่วงโควิด ตลาดกลับมาแล้วก็ยังไม่เห็นจะกลับมาเท่าเดิมเลย กองทุนบางกองก็เก่ง แต่ประเด็นสำคัญไม่ได้อยู่ตรงนี้ อยู่ตรงที่ทำไมกองทุนที่ลงทุนในหุ้นถึงได้ แต่หุ้นเฉยๆที่เราลงเองกลับไม่ได้ งงตรงนี้แหละครับ  
ทีนีผมก็เลยถามว่า "" โอเค ถ้างั้นผมสามารถเอาเงินไปซื้อกองทุนสัก 3 ล้าน แล้วพอผลอนุมัติผ่านแล้วผมก็ขายได้เลยปะครับ  "" ธนาคารก็บอกว่า "" ได้ค่ะ "" เอ้า แล้วต่างจากหุ้นยังไง ตอนนี้ผมมีเงินสดน้อยมากในสภาวะแบบนี้ มีในหุ้นเกือบ 70-80 %  ไม่มีใครถือเงินสดเยอะหรอกครับ ถ้าไม่รวยจัดๆ เขาก็บอกว่า ""เป็นนโยบายของธนาคาร"" ผมก็เข้าใจครับ แต่ก็แอบสงสัยไม่ได้เพราะทุกธนาคารก็ตอบแบบนี้หมด

คำถาม : 1.ทำไมธนาคารถึงไม่ยอมให้ใช้หุ้น เป็นหลักทรัพย์อ้างอิง แต่กองทุนสามารถทำได้ 
2. หากเป็นนักลงทุนที่มีเงินสดอยู่ในพอร์ตหุ้นและมีการหมุนเวียนในพอร์ต สามารถเอามาใช้ได้หรือไม่ 

ขอบคุณครับ","
หุ้นผมขายหมดพอร์ต ก็เป็นเงินสด กองทุนผมขายหมดพอร์ตก็เป็นเงินสด
ต่างกันยังไง ถ้าพอร์ตผมมีมูลค่าหลายล้าน ก็ขายออกมาเป็นเงินสดเหมือนกัน ไม่ใช่ว่าห้ามขาย


",https://pantip.com/topic/41875361
